"ComicSansCHN";10;False;False;0;0;1;1
104;934;578;6;16;8;1
105;930;578;2;16;4;1
106;924;578;4;16;5;0
107;916;578;6;16;7;1
108;912;578;2;16;4;1
109;901;578;9;16;10;1
110;894;578;5;16;7;1
111;887;578;5;16;7;1
112;880;578;5;16;7;1
113;872;578;6;16;7;0
114;865;578;5;16;6;1
115;857;578;6;16;6;0
116;849;578;6;16;6;0
117;842;578;5;16;7;1
118;834;578;6;16;6;0
119;824;578;8;16;9;1
120;815;578;7;16;8;0
121;806;578;7;16;7;0
122;798;578;6;16;7;1
123;1002;578;4;16;5;0
124;1008;578;1;16;5;2
125;1011;578;4;16;5;0
126;1017;578;6;16;8;1
164;1237;578;5;16;13;4
167;1229;578;6;16;13;4
168;1222;578;5;16;13;4
176;1216;578;4;16;13;1
177;1207;578;7;16;13;3
183;1202;578;3;16;13;5
215;1195;578;5;16;13;4
224;1186;578;7;16;13;3
225;1177;578;7;16;13;3
232;1170;578;5;16;13;4
233;1163;578;5;16;13;4
234;1156;578;5;16;13;4
236;1151;578;3;16;13;5
237;1244;578;3;16;13;5
242;1142;578;7;16;13;3
243;1123;578;7;16;13;3
247;1116;578;5;16;13;4
249;1107;578;7;16;13;3
250;1098;578;7;16;13;3
252;1089;578;7;16;13;3
257;1080;578;7;16;13;3
275;1073;578;5;16;13;4
283;1066;578;5;16;13;4
299;1059;578;5;16;13;4
324;1051;578;6;16;13;4
328;1043;578;6;16;13;4
333;1034;578;7;16;13;3
363;1025;578;7;16;13;3
462;1249;578;7;16;13;3
464;1771;578;5;16;13;4
466;1778;578;7;16;13;3
468;1787;578;7;16;13;3
470;594;596;7;16;13;3
472;585;596;7;16;13;3
474;576;596;7;16;13;3
476;567;596;7;16;13;3
593;558;596;7;16;13;3
609;551;596;5;16;13;4
711;544;596;5;16;13;4
713;537;596;5;16;13;4
913;526;596;9;16;13;2
914;517;596;7;16;13;3
915;509;596;6;16;13;4
916;498;596;9;16;13;2
917;491;596;5;16;13;4
918;603;596;7;16;13;3
919;482;596;7;16;13;3
920;460;596;9;16;13;2
921;457;596;1;16;13;6
922;448;596;7;16;13;3
923;437;596;9;16;13;2
924;426;596;9;16;13;2
925;417;596;7;16;13;3
926;408;596;7;16;13;3
927;397;596;9;16;13;2
928;386;596;9;16;13;2
929;379;596;5;16;13;4
931;370;596;7;16;13;3
932;361;596;7;16;13;3
933;350;596;9;16;13;2
934;471;596;9;16;13;2
935;616;596;9;16;13;2
936;758;596;9;16;13;2
937;627;596;9;16;13;2
945;864;596;7;16;13;3
946;856;596;6;16;13;4
947;847;596;7;16;13;3
948;839;596;6;16;13;4
949;832;596;5;16;13;4
950;825;596;5;16;13;4
951;816;596;7;16;13;3
952;809;596;5;16;13;4
953;806;596;1;16;13;6
954;799;596;5;16;13;4
955;790;596;7;16;13;3
956;783;596;5;16;13;4
957;776;596;5;16;13;4
958;873;596;5;16;13;4
959;769;596;5;16;13;4
960;747;596;9;16;13;2
961;740;596;5;16;13;4
963;731;596;7;16;13;3
964;723;596;6;16;13;4
965;716;596;5;16;13;4
966;707;596;7;16;13;3
967;698;596;7;16;13;3
968;687;596;9;16;13;2
969;676;596;9;16;13;2
1025;667;596;7;16;13;3
1040;656;596;9;16;13;2
1041;647;596;7;16;13;3
1042;638;596;7;16;13;3
1043;343;596;5;16;13;4
1044;332;596;9;16;13;2
1045;323;596;7;16;13;3
1046;184;596;12;16;13;1
1047;20;596;7;16;13;3
1048;11;596;7;16;13;3
1049;2;596;7;16;13;3
1050;2037;578;7;16;13;3
1051;2028;578;7;16;13;3
1052;2017;578;9;16;13;2
1053;2008;578;7;16;13;3
1054;1997;578;9;16;13;2
1055;1988;578;7;16;13;3
1056;1979;578;7;16;13;3
1057;1968;578;9;16;13;2
1058;1959;578;7;16;13;3
1059;1950;578;7;16;13;3
1060;1937;578;11;16;13;1
1061;1926;578;9;16;13;2
1062;1915;578;9;16;13;2
1063;1906;578;7;16;13;3
1064;1893;578;11;16;13;1
1065;1878;578;13;16;13;0
1066;1867;578;9;16;13;2
1067;1856;578;9;16;13;2
1068;1847;578;7;16;13;3
1069;1836;578;9;16;13;2
1070;1823;578;11;16;13;1
1071;1814;578;7;16;13;3
1072;1805;578;7;16;13;3
1073;1796;578;7;16;13;3
1074;29;596;5;16;13;4
1075;36;596;5;16;13;4
1076;43;596;7;16;13;3
1077;52;596;7;16;13;3
1078;303;596;9;16;13;2
1079;296;596;5;16;13;4
1080;289;596;5;16;13;4
1081;282;596;5;16;13;4
1082;275;596;5;16;13;4
1083;266;596;7;16;13;3
1084;257;596;7;16;13;3
1085;250;596;5;16;13;4
1086;241;596;7;16;13;3
1087;234;596;5;16;13;4
1088;225;596;7;16;13;3
1089;216;596;7;16;13;3
1090;209;596;5;16;13;4
1091;314;596;7;16;13;3
1092;198;596;9;16;13;2
1093;175;596;7;16;13;3
1094;166;596;7;16;13;3
1095;159;596;5;16;13;4
1096;148;596;9;16;13;2
1097;137;596;9;16;13;2
1098;128;596;7;16;13;3
1099;119;596;7;16;13;3
1100;112;596;5;16;13;4
1101;103;596;7;16;13;3
1102;92;596;9;16;13;2
1103;85;596;5;16;13;4
1105;76;596;7;16;13;3
8212;61;596;13;16;13;0
8214;793;578;3;16;13;5
8216;612;596;2;16;13;9
8217;789;578;2;16;13;2
8220;323;578;4;16;13;8
8221;1109;560;4;16;13;1
8230;1096;560;11;16;13;1
8240;1081;560;13;16;13;0
8242;1076;560;3;16;13;1
8243;1069;560;5;16;13;1
8251;1058;560;9;16;13;2
8451;1045;560;11;16;13;1
8470;1030;560;13;16;13;0
8544;1027;560;1;16;13;6
8545;1020;560;5;16;13;4
8546;1011;560;7;16;13;3
8547;998;560;11;16;13;1
8548;987;560;9;16;13;2
8549;974;560;11;16;13;1
8550;961;560;11;16;13;1
8551;947;560;12;16;13;1
8552;934;560;11;16;13;1
8553;923;560;9;16;13;2
8554;910;560;11;16;13;1
8555;897;560;11;16;13;1
8560;894;560;1;16;13;6
8561;887;560;5;16;13;4
8562;878;560;7;16;13;3
8563;867;560;9;16;13;2
8564;856;560;9;16;13;2
8565;845;560;9;16;13;2
8566;832;560;11;16;13;1
8567;1115;560;11;16;13;1
8568;1128;560;9;16;13;2
8569;1139;560;9;16;13;2
8592;1150;560;13;16;13;0
8593;1441;560;5;16;13;4
8594;1426;560;13;16;13;0
8595;1419;560;5;16;13;4
8712;1408;560;9;16;13;2
8719;1395;560;11;16;13;1
8721;1384;560;9;16;13;2
8730;1369;560;13;16;13;0
8733;1358;560;9;16;13;2
8734;1346;560;10;16;13;2
8736;1335;560;9;16;13;2
8741;1322;560;11;16;13;1
8743;1313;560;7;16;13;3
8744;1304;560;7;16;13;3
8745;1448;560;7;16;13;3
8746;1295;560;7;16;13;3
8747;1279;560;3;16;13;5
8750;1274;560;3;16;13;5
8756;1265;560;7;16;13;3
8757;1256;560;7;16;13;3
8758;1251;560;3;16;13;5
8759;1244;560;5;16;13;4
8765;1233;560;9;16;13;2
8776;1222;560;9;16;13;2
8780;1209;560;11;16;13;1
8800;1198;560;9;16;13;2
8801;1187;560;9;16;13;2
8804;1176;560;9;16;13;2
8805;1165;560;9;16;13;2
8814;821;560;9;16;13;2
8815;1284;560;9;16;13;2
8857;810;560;9;16;13;2
8869;613;560;7;16;13;3
8978;405;560;11;16;13;1
9312;390;560;13;16;13;0
9313;375;560;13;16;13;0
9314;360;560;13;16;13;0
9315;345;560;13;16;13;0
9316;330;560;13;16;13;0
9317;315;560;13;16;13;0
9318;300;560;13;16;13;0
9319;285;560;13;16;13;0
9320;270;560;13;16;13;0
9321;255;560;13;16;13;0
9332;240;560;13;16;13;0
9333;225;560;13;16;13;0
9334;210;560;13;16;13;0
9335;195;560;13;16;13;0
9336;180;560;13;16;13;0
9337;165;560;13;16;13;0
9338;150;560;13;16;13;0
9339;135;560;13;16;13;0
9340;120;560;13;16;13;0
9341;105;560;13;16;13;0
9342;90;560;13;16;13;0
9343;75;560;13;16;13;0
9344;60;560;13;16;13;0
9345;45;560;13;16;13;0
9346;30;560;13;16;13;0
9347;15;560;13;16;13;0
9348;418;560;13;16;13;0
9349;433;560;13;16;13;0
9350;448;560;13;16;13;0
9351;463;560;13;16;13;0
9352;775;560;7;16;13;3
9353;764;560;9;16;13;2
9354;753;560;9;16;13;2
9355;742;560;9;16;13;2
9356;731;560;9;16;13;2
9357;720;560;9;16;13;2
9358;709;560;9;16;13;2
9359;698;560;9;16;13;2
9360;687;560;9;16;13;2
9361;674;560;11;16;13;1
9362;661;560;11;16;13;1
9363;648;560;11;16;13;1
9364;635;560;11;16;13;1
9365;784;560;11;16;13;1
9366;622;560;11;16;13;1
9367;600;560;11;16;13;1
9368;587;560;11;16;13;1
9369;574;560;11;16;13;1
9370;561;560;11;16;13;1
9371;546;560;13;16;13;0
9472;531;560;13;16;13;0
9473;516;560;13;16;13;0
9474;513;560;1;16;13;6
9475;510;560;1;16;13;6
9476;497;560;11;16;13;1
9477;484;560;11;16;13;1
9478;481;560;1;16;13;6
9479;478;560;1;16;13;6
9480;797;560;11;16;13;1
9481;1457;560;11;16;13;1
9482;1470;560;1;16;13;6
9483;1473;560;1;16;13;6
9484;305;578;7;16;13;6
9485;296;578;7;16;13;6
9486;287;578;7;16;13;6
9487;278;578;7;16;13;6
9488;269;578;7;16;13;0
9489;260;578;7;16;13;0
9490;251;578;7;16;13;0
9491;242;578;7;16;13;0
9492;233;578;7;16;13;6
9493;224;578;7;16;13;6
9494;215;578;7;16;13;6
9495;206;578;7;16;13;6
9496;197;578;7;16;13;0
9497;314;578;7;16;13;0
9498;188;578;7;16;13;0
9499;170;578;7;16;13;0
9500;161;578;7;16;13;6
9501;152;578;7;16;13;6
9502;143;578;7;16;13;6
9503;134;578;7;16;13;6
9504;125;578;7;16;13;6
9505;116;578;7;16;13;6
9506;107;578;7;16;13;6
9507;98;578;7;16;13;6
9508;89;578;7;16;13;0
9509;80;578;7;16;13;0
9510;71;578;7;16;13;0
9511;62;578;7;16;13;0
9512;179;578;7;16;13;0
9513;329;578;7;16;13;0
9514;542;578;7;16;13;0
9515;338;578;7;16;13;0
9516;746;578;13;16;13;0
9517;731;578;13;16;13;0
9518;716;578;13;16;13;0
9519;701;578;13;16;13;0
9520;686;578;13;16;13;0
9521;671;578;13;16;13;0
9522;656;578;13;16;13;0
9523;641;578;13;16;13;0
9524;626;578;13;16;13;0
9525;611;578;13;16;13;0
9526;596;578;13;16;13;0
9527;581;578;13;16;13;0
9528;566;578;13;16;13;0
9529;761;578;13;16;13;0
9530;551;578;13;16;13;0
9531;527;578;13;16;13;0
9532;512;578;13;16;13;0
9533;497;578;13;16;13;0
9534;482;578;13;16;13;0
9535;467;578;13;16;13;0
9536;452;578;13;16;13;0
9537;437;578;13;16;13;0
9538;422;578;13;16;13;0
9539;407;578;13;16;13;0
9540;392;578;13;16;13;0
9541;377;578;13;16;13;0
9542;362;578;13;16;13;0
9543;347;578;13;16;13;0
9544;47;578;13;16;13;0
9545;32;578;13;16;13;0
9546;17;578;13;16;13;0
9547;1885;560;13;16;13;0
9632;1699;560;11;16;13;1
9633;1686;560;11;16;13;1
9647;1677;560;7;16;13;2
9650;1666;560;9;16;13;2
9651;1655;560;9;16;13;2
9670;1644;560;9;16;13;2
9671;1633;560;9;16;13;2
9675;1622;560;9;16;13;2
9678;1611;560;9;16;13;2
9679;1600;560;9;16;13;2
9733;1589;560;9;16;13;2
9734;1578;560;9;16;13;2
9792;1571;560;5;16;13;4
9794;1564;560;5;16;13;4
12288;1562;560;0;16;13;0
12289;1557;560;3;16;13;2
12290;1551;560;4;16;13;1
12291;1544;560;5;16;13;4
12293;1535;560;7;16;13;3
12296;1527;560;6;16;13;6
12297;1518;560;7;16;13;1
12298;1510;560;6;16;13;5
12299;1502;560;6;16;13;2
12300;1496;560;4;16;13;6
12301;1490;560;4;16;13;3
12302;1483;560;5;16;13;5
12303;1476;560;5;16;13;3
12304;1712;560;2;16;13;6
12305;1716;560;2;16;13;5
12307;1720;560;7;16;13;3
12308;1729;560;3;16;13;6
12309;2039;560;3;16;13;4
12310;2033;560;4;16;13;5
12311;2027;560;4;16;13;4
12353;2016;560;9;16;13;2
12354;2003;560;11;16;13;1
12355;1992;560;9;16;13;2
12356;1979;560;11;16;13;1
12357;1972;560;5;16;13;4
12358;1963;560;7;16;13;3
12359;1952;560;9;16;13;2
12360;1939;560;11;16;13;1
12361;1928;560;9;16;13;2
12362;1915;560;11;16;13;1
12363;2;578;13;16;13;0
12364;1900;560;13;16;13;0
12365;1874;560;9;16;13;2
12366;1861;560;11;16;13;1
12367;1854;560;5;16;13;4
12368;1843;560;9;16;13;2
12369;1830;560;11;16;13;1
12370;1815;560;13;16;13;0
12371;1804;560;9;16;13;2
12372;1791;560;11;16;13;1
12373;1780;560;9;16;13;2
12374;1767;560;11;16;13;1
12375;1758;560;7;16;13;3
12376;1747;560;9;16;13;2
12377;1734;560;11;16;13;1
12378;776;578;11;16;13;1
12379;880;596;12;16;13;1
12380;894;596;13;16;13;0
12381;909;596;11;16;13;1
12382;1263;632;13;16;13;0
12383;1250;632;11;16;13;1
12384;1235;632;13;16;13;0
12385;1222;632;11;16;13;1
12386;1208;632;12;16;13;1
12387;1197;632;9;16;13;2
12388;1182;632;13;16;13;0
12389;1167;632;13;16;13;0
12390;1154;632;11;16;13;1
12391;1139;632;13;16;13;0
12392;1128;632;9;16;13;2
12393;1115;632;11;16;13;1
12394;1102;632;11;16;13;1
12395;1278;632;11;16;13;1
12396;1087;632;13;16;13;0
12397;1058;632;13;16;13;0
12398;1043;632;13;16;13;0
12399;1030;632;11;16;13;1
12400;1015;632;13;16;13;0
12401;1000;632;13;16;13;0
12402;987;632;11;16;13;1
12403;972;632;13;16;13;0
12404;957;632;13;16;13;0
12405;942;632;13;16;13;0
12406;927;632;13;16;13;0
12407;912;632;13;16;13;0
12408;898;632;12;16;13;1
12409;884;632;12;16;13;1
12410;1073;632;12;16;13;1
12411;1304;632;11;16;13;1
12412;1489;632;13;16;13;0
12413;1317;632;13;16;13;0
12414;1661;632;9;16;13;2
12415;1646;632;13;16;13;0
12416;1633;632;11;16;13;1
12417;1620;632;11;16;13;1
12418;1609;632;9;16;13;2
12419;1598;632;9;16;13;2
12420;1583;632;13;16;13;0
12421;1572;632;9;16;13;2
12422;1559;632;11;16;13;1
12423;1550;632;7;16;13;3
12424;1539;632;9;16;13;2
12425;1528;632;9;16;13;2
12426;1519;632;7;16;13;3
12427;1672;632;9;16;13;2
12428;1504;632;13;16;13;0
12429;1476;632;11;16;13;1
12430;1465;632;9;16;13;2
12431;1452;632;11;16;13;1
12432;1439;632;11;16;13;1
12433;1426;632;11;16;13;1
12434;1413;632;11;16;13;1
12435;1400;632;11;16;13;1
12449;1389;632;9;16;13;2
12450;1376;632;11;16;13;1
12451;1367;632;7;16;13;3
12452;1356;632;9;16;13;2
12453;1345;632;9;16;13;2
12454;1332;632;11;16;13;1
12455;873;632;9;16;13;2
12456;860;632;11;16;13;1
12457;849;632;9;16;13;2
12458;645;632;11;16;13;1
12459;418;632;11;16;13;1
12460;405;632;11;16;13;1
12461;392;632;11;16;13;1
12462;379;632;11;16;13;1
12463;366;632;11;16;13;1
12464;353;632;11;16;13;1
12465;338;632;13;16;13;0
12466;325;632;11;16;13;1
12467;314;632;9;16;13;2
12468;301;632;11;16;13;1
12469;287;632;12;16;13;1
12470;272;632;13;16;13;0
12471;259;632;11;16;13;1
12472;246;632;11;16;13;1
12473;233;632;11;16;13;1
12474;218;632;13;16;13;0
12475;205;632;11;16;13;1
12476;190;632;13;16;13;0
12477;177;632;11;16;13;1
12478;164;632;11;16;13;1
12479;153;632;9;16;13;2
12480;140;632;11;16;13;1
12481;127;632;11;16;13;1
12482;112;632;13;16;13;0
12483;101;632;9;16;13;2
12484;88;632;11;16;13;1
12485;73;632;13;16;13;0
12486;431;632;11;16;13;1
12487;444;632;13;16;13;0
12488;459;632;5;16;13;4
12489;466;632;7;16;13;3
12490;823;632;11;16;13;1
12491;810;632;11;16;13;1
12492;799;632;9;16;13;2
12493;786;632;11;16;13;1
12494;775;632;9;16;13;2
12495;760;632;13;16;13;0
12496;745;632;13;16;13;0
12497;730;632;13;16;13;0
12498;719;632;9;16;13;2
12499;708;632;9;16;13;2
12500;697;632;9;16;13;2
12501;686;632;9;16;13;2
12502;673;632;11;16;13;1
12503;836;632;11;16;13;1
12504;658;632;13;16;13;0
12505;630;632;13;16;13;0
12506;615;632;13;16;13;0
12507;600;632;13;16;13;0
12508;587;632;11;16;13;1
12509;573;632;12;16;13;1
12510;560;632;11;16;13;1
12511;551;632;7;16;13;3
12512;538;632;11;16;13;1
12513;527;632;9;16;13;2
12514;514;632;11;16;13;1
12515;501;632;11;16;13;1
12516;486;632;13;16;13;0
12517;475;632;9;16;13;2
12518;1291;632;11;16;13;1
12519;1696;632;7;16;13;3
12520;718;650;9;16;13;2
12521;1705;632;11;16;13;1
12522;698;650;7;16;13;3
12523;683;650;13;16;13;0
12524;672;650;9;16;13;2
12525;661;650;9;16;13;2
12526;652;650;7;16;13;3
12527;641;650;9;16;13;2
12528;628;650;11;16;13;1
12529;615;650;11;16;13;1
12530;604;650;9;16;13;2
12531;591;650;11;16;13;1
12532;578;650;11;16;13;1
12533;567;650;9;16;13;2
12534;556;650;9;16;13;2
12549;707;650;9;16;13;2
12550;545;650;9;16;13;2
12551;524;650;9;16;13;2
12552;513;650;9;16;13;2
12553;502;650;9;16;13;2
12554;491;650;9;16;13;2
12555;481;650;8;16;13;3
12556;470;650;9;16;13;2
12557;459;650;9;16;13;2
12558;448;650;9;16;13;2
12559;437;650;9;16;13;2
12560;428;650;7;16;13;3
12561;419;650;7;16;13;3
12562;408;650;9;16;13;2
12563;396;650;10;16;13;2
12564;535;650;8;16;13;3
12565;729;650;9;16;13;2
12566;925;650;7;16;13;3
12567;740;650;9;16;13;2
12568;1076;650;9;16;13;2
12569;1065;650;9;16;13;2
12570;1055;650;8;16;13;3
12571;1044;650;9;16;13;2
12572;1033;650;9;16;13;2
12573;1022;650;9;16;13;2
12574;1011;650;9;16;13;2
12575;1000;650;9;16;13;2
12576;989;650;9;16;13;2
12577;978;650;9;16;13;2
12578;967;650;9;16;13;2
12579;956;650;9;16;13;2
12580;945;650;9;16;13;2
12581;1087;650;8;16;13;3
12582;934;650;9;16;13;2
12583;922;650;1;16;13;6
12584;911;650;9;16;13;2
12585;901;650;8;16;13;3
12832;886;650;13;16;13;0
12833;871;650;13;16;13;0
12834;856;650;13;16;13;0
12835;841;650;13;16;13;0
12836;826;650;13;16;13;0
12837;811;650;13;16;13;0
12838;796;650;13;16;13;0
12839;781;650;13;16;13;0
12840;766;650;13;16;13;0
12841;751;650;13;16;13;0
19968;385;650;9;16;13;2
19969;374;650;9;16;13;2
19971;362;650;10;16;13;2
19975;184;650;10;16;13;2
19976;2016;632;11;16;13;1
19977;2004;632;10;16;13;1
19978;1992;632;10;16;13;2
19979;1980;632;10;16;13;1
19980;1969;632;9;16;13;2
19981;1956;632;11;16;13;1
19982;1945;632;9;16;13;2
19984;1934;632;9;16;13;2
19985;1922;632;10;16;13;2
19987;1909;632;11;16;13;1
19988;1898;632;9;16;13;2
19989;1887;632;9;16;13;2
19990;1874;632;11;16;13;1
19992;1863;632;9;16;13;2
19993;1852;632;9;16;13;2
19994;1841;632;9;16;13;2
19995;1828;632;11;16;13;1
19996;1815;632;11;16;13;1
19997;1803;632;10;16;13;2
19998;1791;632;10;16;13;1
20002;1778;632;11;16;13;1
20004;1767;632;9;16;13;2
20005;1756;632;9;16;13;2
20007;1745;632;9;16;13;2
20008;1742;632;1;16;13;6
20010;1729;632;11;16;13;1
20011;1718;632;9;16;13;2
20012;2029;632;5;16;13;2
20013;2036;632;9;16;13;2
20016;2;650;11;16;13;1
20018;15;650;9;16;13;2
20020;338;650;11;16;13;1
20022;333;650;3;16;13;5
20024;321;650;10;16;13;2
20025;309;650;10;16;13;2
20026;298;650;9;16;13;2
20027;287;650;9;16;13;2
20029;274;650;11;16;13;1
20030;261;650;11;16;13;1
20031;256;650;3;16;13;4
20035;245;650;9;16;13;2
20037;232;650;11;16;13;1
20039;220;650;10;16;13;2
20040;207;650;11;16;13;1
20041;351;650;9;16;13;2
20043;196;650;9;16;13;2
20044;172;650;10;16;13;2
20045;159;650;11;16;13;1
20046;146;650;11;16;13;1
20047;134;650;10;16;13;1
20048;123;650;9;16;13;2
20050;112;650;9;16;13;2
20051;99;650;11;16;13;1
20052;87;650;10;16;13;2
20054;75;650;10;16;13;1
20056;62;650;11;16;13;1
20057;51;650;9;16;13;2
20060;39;650;10;16;13;2
20061;26;650;11;16;13;1
20062;62;632;9;16;13;2
20063;51;632;9;16;13;2
20064;40;632;9;16;13;2
20065;1666;614;9;16;13;2
20070;15;614;10;16;13;2
20073;2;614;11;16;13;1
20080;2022;596;11;16;13;1
20081;2009;596;11;16;13;1
20083;1996;596;11;16;13;1
20094;1983;596;11;16;13;1
20102;1972;596;9;16;13;2
20104;1961;596;9;16;13;2
20105;1948;596;11;16;13;1
20107;1935;596;11;16;13;1
20108;1922;596;11;16;13;1
20109;1911;596;9;16;13;2
20110;1900;596;9;16;13;2
20111;1889;596;9;16;13;2
20113;1878;596;9;16;13;2
20114;1867;596;9;16;13;2
20115;1856;596;9;16;13;2
20116;1843;596;11;16;13;1
20117;1830;596;11;16;13;1
20120;1819;596;9;16;13;2
20122;1807;596;10;16;13;2
20123;1795;596;10;16;13;2
20127;1783;596;10;16;13;2
20128;1771;596;10;16;13;2
20129;1759;596;10;16;13;2
20130;1747;596;10;16;13;2
20132;1736;596;9;16;13;2
20133;27;614;9;16;13;2
20134;38;614;10;16;13;2
20135;50;614;11;16;13;1
20136;63;614;9;16;13;2
20137;411;614;9;16;13;2
20139;399;614;10;16;13;2
20140;386;614;11;16;13;1
20141;374;614;10;16;13;1
20142;362;614;10;16;13;2
20146;351;614;9;16;13;2
20147;338;614;11;16;13;1
20149;325;614;11;16;13;1
20154;314;614;9;16;13;2
20155;306;614;6;16;13;3
20159;293;614;11;16;13;1
20160;280;614;11;16;13;1
20161;267;614;11;16;13;1
20162;422;614;11;16;13;1
20163;254;614;11;16;13;1
20164;230;614;9;16;13;2
20165;217;614;11;16;13;1
20166;204;614;11;16;13;1
20167;191;614;11;16;13;1
20169;178;614;11;16;13;1
20170;165;614;11;16;13;1
20171;152;614;11;16;13;1
20173;139;614;11;16;13;1
20174;126;614;11;16;13;1
20177;113;614;11;16;13;1
20179;100;614;11;16;13;1
20180;87;614;11;16;13;1
20181;74;614;11;16;13;1
20182;1723;596;11;16;13;1
20183;241;614;11;16;13;1
20184;1710;596;11;16;13;1
20185;1490;596;11;16;13;1
20189;1257;596;11;16;13;1
20190;1244;596;11;16;13;1
20191;1231;596;11;16;13;1
20193;1218;596;11;16;13;1
20195;1205;596;11;16;13;1
20196;1192;596;11;16;13;1
20197;1180;596;10;16;13;2
20200;1167;596;11;16;13;1
20202;1154;596;11;16;13;1
20203;1141;596;11;16;13;1
20204;1128;596;11;16;13;1
20208;1115;596;11;16;13;1
20210;1102;596;11;16;13;1
20211;1089;596;11;16;13;1
20213;1076;596;11;16;13;1
20214;1063;596;11;16;13;1
20215;1050;596;11;16;13;1
20219;1038;596;10;16;13;1
20221;1025;596;11;16;13;1
20223;1012;596;11;16;13;1
20225;999;596;11;16;13;1
20233;986;596;11;16;13;1
20234;973;596;11;16;13;1
20237;960;596;11;16;13;1
20238;948;596;10;16;13;1
20239;935;596;11;16;13;1
20240;922;596;11;16;13;1
20241;1270;596;11;16;13;1
20247;1283;596;11;16;13;1
20248;1296;596;11;16;13;1
20249;1309;596;11;16;13;1
20250;1671;596;11;16;13;1
20251;1658;596;11;16;13;1
20254;1645;596;11;16;13;1
20255;1632;596;11;16;13;1
20256;1619;596;11;16;13;1
20258;1606;596;11;16;13;1
20260;1594;596;10;16;13;1
20261;1581;596;11;16;13;1
20262;1568;596;11;16;13;1
20263;1555;596;11;16;13;1
20266;1542;596;11;16;13;1
20267;1529;596;11;16;13;1
20271;1516;596;11;16;13;1
20272;1684;596;11;16;13;1
20274;1503;596;11;16;13;1
20276;1477;596;11;16;13;1
20278;1464;596;11;16;13;1
20280;1452;596;10;16;13;1
20282;1439;596;11;16;13;1
20284;1426;596;11;16;13;1
20285;1413;596;11;16;13;1
20291;1400;596;11;16;13;1
20294;1387;596;11;16;13;1
20301;1374;596;11;16;13;1
20302;1361;596;11;16;13;1
20303;1348;596;11;16;13;1
20304;1335;596;11;16;13;1
20305;1322;596;11;16;13;1
20307;1697;596;11;16;13;1
20309;435;614;11;16;13;1
20311;448;614;11;16;13;1
20312;461;614;11;16;13;1
20313;1640;614;11;16;13;1
20314;1627;614;11;16;13;1
20315;1614;614;11;16;13;1
20316;1601;614;11;16;13;1
20317;1588;614;11;16;13;1
20318;1575;614;11;16;13;1
20319;1562;614;11;16;13;1
20320;1549;614;11;16;13;1
20323;1536;614;11;16;13;1
20324;1523;614;11;16;13;1
20325;1510;614;11;16;13;1
20327;1497;614;11;16;13;1
20329;1484;614;11;16;13;1
20332;1653;614;11;16;13;1
20335;1471;614;11;16;13;1
20336;1445;614;11;16;13;1
20339;1432;614;11;16;13;1
20340;1419;614;11;16;13;1
20342;1406;614;11;16;13;1
20347;1393;614;11;16;13;1
20348;1380;614;11;16;13;1
20350;1367;614;11;16;13;1
20351;1354;614;11;16;13;1
20355;1341;614;11;16;13;1
20356;1328;614;11;16;13;1
20360;1315;614;11;16;13;1
